Brightness (mean),Contrast (std dev),Michelson Contrast,Sharpness (Laplacian),Sharpness (Tenengrad),Noise (flat region std),Noise (wavelet std),Estimate_noise_std(lapplacian variance),Stage,Hash,Filename
133.0957796803653,114.94715069528762,0.9999999999607844,244679.40794973169,456.16866785435786,114.4462399120208,110.96845881003937,0.0,Final_Adaptive,1cddf362c198aaa95c09da1462165791,IS20250115_171841_9465_61003253.dcm
111.70317922374429,123.13074804117858,0.9999999999607844,330261.2402737545,474.0032911835158,121.90746864333988,124.82878581681746,0.0,Final_Adaptive+Static,705f632776b8f7191fdb8d5a333af609,IS20250115_171841_9465_61003253.dcm
122.712799086758,101.93394203338984,0.9999999999607844,250128.74619829984,269.4020880740968,100.38427476950925,93.70857744179712,0.0,ML->Heuristic->Static,7746433d595eb815398c5e5f98c5c56f,IS20250115_171841_9465_61003253.dcm
125.89068493150684,98.00973944002526,0.9999999999607844,211223.4719111069,227.31708469787856,93.3254064296091,84.75544458791764,0.6288923778319059,ML->Static->Heuristic,4c5a7e4838f30b48218b70b7baa55314,IS20250115_171841_9465_61003253.dcm
116.35366552511417,83.57152331144795,0.9999999999607844,89.4367351560174,26.594470439891232,86.07195619204515,3.1745280169092527,0.0,Original,6765eeb311b4e0482a2757b918b4c96f,IS20250116_180218_7445_56958340.dcm
127.13495662100456,77.18454692765476,0.9999999999607844,8733.948859454338,100.4167792465201,84.22143805671426,21.789277720498244,1.690115826927028,Static,8b1c6b3015a2266326940743ed07daad,IS20250116_180218_7445_56958340.dcm
118.08651255707764,76.87261914229697,0.9999999999607844,905.2042860999514,63.23416330473832,82.82309344631427,8.689558804146724,0.0,Adaptive,7b07fef484b085b22edf0f81c262b1fd,IS20250116_180218_7445_56958340.dcm
116.19863356164385,84.05099346510274,0.9999999999607844,232.08840478562647,33.46276067099314,86.59746087480164,4.816696087253184,0.0,ML_10x,ee07d3668a4426d18e3f01e521e9ebf3,IS20250116_180218_7445_56958340.dcm
129.11788698630136,82.74033138157805,0.9999999999607844,51682.17949141166,209.6966270167856,86.45724432941206,49.32767655893874,0.0,ML->Heuristic->Static,0e3baa45c93371bf9bf0ce7a89eff506,IS20250116_180218_7445_56958340.dcm
126.20055251141552,78.77876914618483,0.9999999999607844,46755.41984035436,201.84699696983705,83.94843215089975,48.04857987725597,0.4368379957448235,ML->Static->Heuristic,c65a53303d1b474a6c181413069a99c9,IS20250116_180218_7445_56958340.dcm
115.78117123287672,77.10656053733443,0.9999999999607844,811.612800722169,59.80518310164809,83.92334425590222,8.235978428604346,0.0,Adaptive,f8d482ad4f91a4ec6869bacd6461bf45,IS20250116_180218_7445_56958340.dcm
129.79758675799087,82.11483202484494,0.9999999999607844,47733.31270262443,197.45860007188543,86.16311054926595,47.35327345176679,0.2466421840305493,ML->Heuristic->Static,d9b63eb6b1512dce1cce90e8c2bb14b2,IS20250116_180218_7445_56958340.dcm
123.88848515981736,79.91019985250828,0.9999999999607844,45783.09456206243,197.5900303160845,85.69423187722761,47.47274630298517,1.0759899724003157,ML->Static->Heuristic,47c7ee5411f68c24d5476c4e08a03094,IS20250116_180218_7445_56958340.dcm
116.40177511415526,84.23410780724069,0.9999999999607844,2061.7699515613613,52.43358944825819,86.71018179238843,10.345737654497556,0.0,ML,d72277911973dcd886421580a5c08c40,IS20250116_180218_7445_56958340.dcm
130.8419680365297,76.7325392412498,0.9999999999607844,116.69788312345442,29.18777521571466,53.58515276027133,3.541837327750232,0.0,Original,d570c0f442cd7ede037c257bec6dc0e7,IS20250115_190348_9148_86297118.dcm
125.71527511415523,75.54300812594471,0.9999999999607844,2744.5560641445345,43.39791344243078,61.93000891116664,11.787799733993316,2.226884501863557,Static,6662e800ba1346cea0d3437174956f53,IS20250115_190348_9148_86297118.dcm
129.65534703196346,71.24905874371863,0.9999999999607844,1171.7956521985311,68.84077425751116,54.66392193827776,9.734309304714058,0.0,Adaptive,6714d8ffe53336b50da0fe287170578b,IS20250115_190348_9148_86297118.dcm
130.82731735159817,77.93387753384873,0.9999999999607844,4047.335917564166,51.90779107904597,55.61600735010599,13.429866924570383,0.0,ML_10x,686413942062531c72dfa656e20b9da2,IS20250115_190348_9148_86297118.dcm
121.42158447488583,96.59771469049106,0.9999999999607844,200917.5437541368,232.7472505323815,94.17387678293828,83.25117197550962,0.0,ML->Heuristic->Static,92779a50848be1164022d0fbbdf0b661,IS20250115_190348_9148_86297118.dcm
122.130350456621,91.42711915622162,0.9999999999607844,185084.01683747256,216.84659808055056,90.17387361821386,79.13742627764364,0.0,ML->Static->Heuristic,485ba804d5c539a7a682a20c0a3da380,IS20250115_190348_9148_86297118.dcm
121.16455821917808,68.9160702362123,252.99999747000004,101.08389935603796,30.423027240580108,75.80772646476046,3.6573489473498833,9.94904611848781,Adaptive,f4b0c44ced72614961e40cd48191f415,IS20250116_180218_7445_56958340.dcm
116.35878538812786,83.69689543232016,0.9999999999607844,229.93488228748225,33.457692689373715,86.20228277306143,4.491599700550256,0.0,ML_1x,b9a8c38ddc7245142cd59e7f26aa49ee,IS20250116_180218_7445_56958340.dcm
116.43663470319635,83.55684175741602,0.9999999999607843,257.46568201655515,7.686413035387929,86.2588836185528,4.175648652328287,2.3415537470181813,ML_10x,8e8d6932130586da1deca97ba561e198,IS20250116_180218_7445_56958340.dcm
