Filename,Pipeline,Brightness (mean),Contrast (std dev),Michelson Contrast,Sharpness (Laplacian),Sharpness (Tenengrad),Noise (flat region std),Noise (wavelet std),Estimate_noise_std(lapplacian variance)
IS20250218_193552_3393_78829426.dcm,ML10_Static,126.16990867579909,81.92868807767306,0.9999999999607843,21166.10693373364,124.69570402357105,79.84116450614951,31.8693547783685,2.5417057471970708
IS20250218_193552_3393_78829426.dcm,ML10_Adaptive,159.13318264840183,50.00309275648072,0.9999999999607843,1290.105125822323,67.46925362194646,47.13647596335663,10.172009315694774,0.0
IS20250218_193552_3393_78829426.dcm,ML10_Adaptive_Static,125.3412100456621,89.89911066598928,0.9999999999607843,73313.72173426849,231.3329335580299,87.83204456561653,57.93796377099756,2.630628141064188
IS20250218_193552_3393_78829426.dcm,ML10_Static_Adaptive,123.75859360730594,86.12197858593535,0.9999999999607843,63640.247329139274,204.4213281648257,88.7326890194936,53.96445887422599,0.0
IS20250218_193621_8940_10081171.dcm,Static,126.45004223744293,88.50323259644838,0.9999999999607843,39947.76153570924,237.43737594178336,88.39049303963571,46.47333387690594,0.5689800634595916
IS20250218_193621_8940_10081171.dcm,Adaptive,143.16267465753424,56.30132140120697,0.9999999999607843,4332.16780000666,148.33477499354998,55.826435449080556,19.683209580950354,0.0
IS20250218_193621_8940_10081171.dcm,ML_1x,126.84084589041096,74.95033800153769,0.9999999999607843,1845.0548998239087,121.89598320994861,74.71902742502617,14.730314651323594,0.5761190073448343
IS20250218_193621_8940_10081171.dcm,ML_10x,126.6164006849315,73.25589392164662,0.9999999999607843,626.0764420607043,66.5550567967245,72.91848106044361,8.8241560657701,0.9768190854740232
IS20250218_193621_8940_10081171.dcm,ML10_Static,126.62466666666667,81.39223847109979,0.9999999999607843,19496.764264230187,122.4565736191403,81.61779317327014,30.733243361055383,1.110406339715472
IS20250218_193621_8940_10081171.dcm,ML10_Adaptive,130.15042579908675,68.78171840294868,0.9999999999607843,2768.562246727517,97.49315440597005,69.24343403342348,15.26460409583946,0.0
IS20250218_193621_8940_10081171.dcm,ML10_Adaptive_Static,126.93293150684931,88.07948726667117,0.9999999999607843,68838.9216020464,213.44044618982917,87.72731267775788,55.690604408312396,0.7582577841624539
IS20250218_193621_8940_10081171.dcm,ML10_Static_Adaptive,128.10760273972602,84.6711456768767,0.9999999999607843,65819.78268189587,204.4380387530174,84.44587491191537,54.46203430370755,0.0
IS20250221_192657_5718_56712676.dcm,Static,125.44459246575343,87.42067088010955,0.9999999999607843,37184.25816654387,217.63268703052847,77.53670098169515,44.46713137330971,0.8704515190263994
IS20250221_192657_5718_56712676.dcm,Adaptive,137.15177625570777,54.341101551675244,0.9999999999607843,3139.9180271157593,136.01772761204688,45.503488719016175,17.268705432411625,0.0
IS20250221_192657_5718_56712676.dcm,ML_1x,142.04967808219178,43.50404466197555,0.9999999999607843,197.0917188795897,43.61373059291201,23.930499756993317,4.89181061486632,0.0
IS20250221_192657_5718_56712676.dcm,ML_10x,142.0124098173516,43.10201043755374,0.9999999999593495,120.95312402301346,31.41142815100521,23.073199893370088,3.7645005025284077,0.0
IS20250221_192657_5718_56712676.dcm,ML10_Static,126.08766438356164,80.601446472153,0.9999999999607843,17048.557978678185,110.91763786925084,65.38364867600596,28.37716688890744,1.175015908002997
IS20250221_192657_5718_56712676.dcm,ML10_Adaptive,139.20354223744292,51.168077466402885,0.9999999999607843,1067.6592460066915,74.71600979565376,40.132835055710466,9.96821119120007,0.0
IS20250221_192657_5718_56712676.dcm,ML10_Adaptive_Static,125.88369406392694,88.07199101180304,0.9999999999607843,61946.47381812099,218.33580164216482,83.90827186442324,53.38698987297661,0.815035143485159
IS20250221_192657_5718_56712676.dcm,ML10_Static_Adaptive,126.93721917808219,82.81990234982811,0.9999999999607843,47523.79429060135,178.37524697365936,77.36114683537095,46.62025118411395,0.3652110410729272
