Filename,Pipeline,Brightness (mean),Contrast (std dev),Michelson Contrast,Sharpness (Laplacian),Sharpness (Tenengrad),Noise (flat region std),Noise (wavelet std),Estimate_noise_std(lapplacian variance)
IS20250115_171841_9465_61003253.dcm,Static,126.24952739726028,77.12200491734322,0.9999999999607843,5978.722288050699,56.395390677482695,46.10911472492102,16.710883845002417,2.0840641174287957
IS20250115_171841_9465_61003253.dcm,Adaptive,163.92333447488585,54.44151170382922,0.9999999999607843,1020.3566725908531,55.424620760774914,45.27146491624757,8.58393793187606,0.0
IS20250115_171841_9465_61003253.dcm,ML_1x,174.68005936073058,49.81544332528926,0.9999999999607843,1387.6224140050458,35.71704180235274,27.5303325265056,8.144545668901808,0.0
IS20250115_171841_9465_61003253.dcm,ML_10x,174.66010730593607,50.83446039221308,0.9999999999607843,3079.16834659948,44.77574306151946,29.861965668340716,11.790554958081216,0.0
IS20250115_171841_9465_61003253.dcm,ML10_Static,123.61420319634703,93.10777419294372,0.9999999999607843,141439.00735014278,184.23952039943538,80.44313899031373,69.139243914462,0.42144686524143654
IS20250115_171841_9465_61003253.dcm,ML10_Adaptive,154.27725342465754,66.28920699383761,0.9999999999607843,44634.619211634694,162.55451610012608,64.5353651404053,43.682172629003226,0.0
IS20250115_171841_9465_61003253.dcm,ML10_Adaptive_Static,121.86633447488585,106.22891592024897,0.9999999999607843,301648.415967375,297.6417962793409,105.69674120957461,103.62034816502639,0.0
IS20250115_171841_9465_61003253.dcm,ML10_Static_Adaptive,127.00876484018265,105.34349961797382,0.9999999999607843,291546.29593993153,269.8912865900356,104.70239610637603,100.21518559330632,0.0
IS20250115_190348_9148_86297118.dcm,Static,125.71527511415525,75.54300812594471,0.9999999999607843,2744.5560641445345,43.39791344243078,61.93000891116664,11.787799733993316,2.2268845018635575
IS20250115_190348_9148_86297118.dcm,Adaptive,129.65534703196346,71.24905874371863,0.9999999999607843,1171.7956521985311,68.84077425751116,54.66392193827776,9.734309304714058,0.0
IS20250115_190348_9148_86297118.dcm,ML_1x,130.90138242009132,77.64580339494792,0.9999999999607843,2846.944380913612,58.77477428697016,55.061824788852114,12.017216327102005,0.0
IS20250115_190348_9148_86297118.dcm,ML_10x,130.82731735159817,77.93387753384873,0.9999999999607843,4047.335917564166,51.907791079045964,55.61600735010599,13.429866924570385,0.0
IS20250115_190348_9148_86297118.dcm,ML10_Static,120.57872716894977,85.95684386663066,0.9999999999607843,99022.82840312862,155.86824629989906,80.12680264967844,57.59918594774961,0.0
IS20250115_190348_9148_86297118.dcm,ML10_Adaptive,127.51851369863013,75.21338939919008,0.9999999999607843,35637.706133578205,139.36040564478682,63.39563280979235,38.677511909111324,0.0
IS20250115_190348_9148_86297118.dcm,ML10_Adaptive_Static,119.82449429223745,102.71100501156762,0.9999999999607843,263717.989459166,270.9935222728629,101.03540725440993,96.13803965068377,0.0
IS20250115_190348_9148_86297118.dcm,ML10_Static_Adaptive,122.31761529680365,100.79705643090531,0.9999999999607843,260728.6215600874,262.29222543476146,100.08634149517759,94.67333721843585,0.0
IS20250115_191316_7227_10120577.dcm,Static,126.27187100456621,74.87813184364522,0.9999999999607843,1785.5744164998596,36.985871328885,79.18644973510182,9.695386364837349,1.438461799651251
IS20250115_191316_7227_10120577.dcm,Adaptive,129.6646484018265,67.74879847315924,0.9999999999607843,992.7121238009584,63.936814728731626,70.71679765979141,8.949994248810677,0.0
IS20250115_191316_7227_10120577.dcm,ML_1x,127.81648858447488,73.127032239168,0.9999999999607843,2314.1372817634624,53.047789524186776,74.7936567036017,10.814918208172784,0.0
IS20250115_191316_7227_10120577.dcm,ML_10x,127.68599657534247,72.658692508569,0.9999999999607843,205.45723744062366,30.693084359958902,74.44552644702422,4.41245443435636,0.0
IS20250115_191316_7227_10120577.dcm,ML10_Static,126.49144863013699,75.7575283865529,0.9999999999607843,7033.4041937092,62.42189000710953,79.18097734146684,17.817355762831436,0.6068517337281346
IS20250115_191316_7227_10120577.dcm,ML10_Adaptive,129.7441484018265,67.32092243156904,0.9999999999607843,2379.5771121125713,75.52613280276681,69.98239524307975,12.892262636871363,0.0
IS20250115_191316_7227_10120577.dcm,ML10_Adaptive_Static,127.19648630136986,83.11570441302904,0.9999999999607843,56752.76216461597,190.66886684391883,84.66663705982911,49.338075523133426,0.0
IS20250115_191316_7227_10120577.dcm,ML10_Static_Adaptive,130.21465753424658,75.57283025852969,0.9999999999607843,44134.00573120803,147.81765439867118,75.04751186918388,43.84986977435176,0.0
IS20250116_180218_7445_56958340.dcm,Static,127.13495662100456,77.18454692765476,0.9999999999607843,8733.948859454338,100.4167792465201,84.22143805671426,21.789277720498244,1.690115826927028
IS20250116_180218_7445_56958340.dcm,Adaptive,118.08651255707763,76.87261914229697,0.9999999999607843,905.2042860999514,63.23416330473832,82.82309344631427,8.689558804146724,0.0
IS20250116_180218_7445_56958340.dcm,ML_1x,116.40177511415526,84.23410780724069,0.9999999999607843,2061.7699515613613,52.43358944825819,86.71018179238843,10.345737654497556,0.0
IS20250116_180218_7445_56958340.dcm,ML_10x,116.19863356164383,84.05099346510274,0.9999999999607843,232.08840478562658,33.46276067099314,86.59746087480164,4.816696087253184,0.0
IS20250116_180218_7445_56958340.dcm,ML10_Static,127.68761415525114,78.44313887197889,0.9999999999607843,18627.94726740164,126.20553416841047,84.08665197445453,30.414437470395786,1.3004109042472816
IS20250116_180218_7445_56958340.dcm,ML10_Adaptive,118.9330091324201,75.83043364952361,0.9999999999607843,2571.194909886125,82.9970965540752,81.2687319534067,13.827188171311569,0.0
IS20250116_180218_7445_56958340.dcm,ML10_Adaptive_Static,128.55558904109589,84.47847767733761,0.9999999999607843,63178.150029953875,232.19634413691134,87.42677146943281,54.383167381877,0.0
IS20250116_180218_7445_56958340.dcm,ML10_Static_Adaptive,126.73200799086759,85.27675197848434,0.9999999999607843,75059.62903680361,251.9713945998942,87.74226403074998,60.52583130532971,0.3271161857858643
IS20250218_193552_3393_78829426.dcm,Static,125.91708675799087,84.67268645126212,0.9999999999607843,27663.97663607476,172.24033289415325,82.5759362299144,37.92014391295677,2.4376115024847866
IS20250218_193552_3393_78829426.dcm,Adaptive,160.44743835616438,50.41863183292199,0.9999999999607843,1647.6774752481688,86.38194268523098,47.539709964685024,11.825071282224728,0.0
IS20250218_193552_3393_78829426.dcm,ML_1x,175.38792465753426,50.06467888179951,0.9999999999607843,127.31027318921109,24.798908739742867,33.43114227226387,3.4524008046953614,0.0
IS20250218_193552_3393_78829426.dcm,ML_10x,175.42148401826483,50.16288197397232,0.9999999999607843,141.70781041353897,24.100872826701142,33.6287877545106,3.610451485545898,0.0
